Category,Prop._SNPs,Prop._h2,Enrichment,Enrichment_p,Coefficient,Cluster_SLDSC,Cluster_num
Enhancer_Hoffman.extend.500.bedL2_0,0.09646265048000253,0.12132312024871399,1.2897977355233308,0.5089586616350456,-2.7575051854015262e-08,sldsc_v160,160
FetalDHS_Trynka.bedL2_0,0.08630472356686913,0.3016035962723003,3.4072680237069575,0.3896924005324029,1.6210843988945092e-07,sldsc_v160,160
FetalDHS_Trynka.extend.500.bedL2_0,0.2900803217450267,0.5658862775857835,1.9813701480121815,0.2608509441349078,1.047106846006893e-08,sldsc_v160,160
H3K27ac_Hnisz.bedL2_0,0.4070893541044032,0.5440458682824952,1.3370826777377989,0.24533521784876686,7.654918952500222e-09,sldsc_v160,160
H3K27ac_Hnisz.extend.500.bedL2_0,0.4385802732530907,0.5741902484820284,1.3182168333647601,0.32979619020639805,-1.3704967089860506e-08,sldsc_v160,160
H3K27ac_PGC2.bedL2_0,0.2806064917691301,0.4378937459082559,1.567869764514256,0.3706790075732711,-3.231420366898032e-08,sldsc_v160,160
H3K27ac_PGC2.extend.500.bedL2_0,0.3491511107340045,0.5507279362705496,1.5854146025060507,0.29929412355100626,5.284398906509072e-08,sldsc_v160,160
H3K4me1_Trynka.bedL2_0,0.4388719775440371,0.6526239418794751,1.5037037945853766,0.2760106160116654,-1.0663935861899361e-08,sldsc_v160,160
H3K4me1_Trynka.extend.500.bedL2_0,0.6209626874260189,0.8044945425938507,1.3022304496229689,0.26584636667474637,8.089560908879807e-10,sldsc_v160,160
H3K4me1_peaks_Trynka.bedL2_0,0.17673323933007987,0.42215942455565314,2.403011914544668,0.3828205523160593,4.9396565614210734e-08,sldsc_v160,160
H3K4me3_Trynka.bedL2_0,0.14331090973753036,0.3618746731294377,2.4919626213538013,0.3937334315982735,3.238438950108449e-08,sldsc_v160,160
H3K4me3_Trynka.extend.500.bedL2_0,0.27142771453488906,0.4070307456069759,1.5199377114442205,0.4167084092359978,-3.824715871825454e-08,sldsc_v160,160
H3K4me3_peaks_Trynka.bedL2_0,0.044931534763474335,0.18076869797180536,4.574279826347093,0.41304068095450913,1.0885256728212303e-07,sldsc_v160,160
H3K9ac_Trynka.bedL2_0,0.13675069231218331,0.3197767179931513,2.3830974881959723,0.2937688771763813,-4.785625540929848e-08,sldsc_v160,160
H3K9ac_Trynka.extend.500.bedL2_0,0.2489194845425615,0.4581939293145684,1.8358299311823212,0.2430288601182532,1.8447850005643035e-08,sldsc_v160,160
H3K9ac_peaks_Trynka.bedL2_0,0.042520972158441764,0.2195597079988363,5.365636004510999,0.25843978332039436,2.205014742715395e-07,sldsc_v160,160
Intron_UCSC.bedL2_0,0.3947879394954932,0.5249861655135232,1.3321426768581928,0.2246475316405362,3.0278299730767665e-07,sldsc_v160,160
Intron_UCSC.extend.500.bedL2_0,0.4054135335185732,0.5595797836760833,1.3808026751187574,0.13090635071446458,-2.805822250856637e-07,sldsc_v160,160
L2_1,0.142777266489155,0.15870722727810369,1.1192299500398493,0.38836648908765703,-1.8035028614454778e-09,sldsc_v160,160
PromoterFlanking_Hoffman.bedL2_0,0.008692650791795391,0.03379058035495787,3.5139218642945824,0.5682089044740987,9.701603994195566e-08,sldsc_v160,160
PromoterFlanking_Hoffman.extend.500.bedL2_0,0.03536437842596492,0.058377424331833946,1.7487102518830417,0.42787283747414223,-5.053756234666593e-08,sldsc_v160,160
Promoter_UCSC.bedL2_0,0.03504136610394334,0.04208463419388189,1.7100869369784646,0.4373552070730906,-1.2278690665169715e-07,sldsc_v160,160
Promoter_UCSC.extend.500.bedL2_0,0.04348588364847378,0.0734826177216354,1.8743839089333394,0.44020377199910854,7.541574077947553e-08,sldsc_v160,160
Repressed_Hoffman.bedL2_0,0.4434413723378973,0.3994924833897065,0.8548053826894169,0.42666907516476194,2.5589931821559163e-08,sldsc_v160,160
Repressed_Hoffman.extend.500.bedL2_0,0.6968627142038669,0.5757829586569511,0.8255835715443627,0.3490612336515875,1.9358689761396083e-09,sldsc_v160,160
SuperEnhancer_Hnisz.bedL2_0,0.17978326819157694,0.24761597853146242,1.3493557261183602,0.3429347780089531,-6.319237366477518e-08,sldsc_v160,160
SuperEnhancer_Hnisz.extend.500.bedL2_0,0.18322047750324758,0.25553736485220907,1.3649658296023364,0.3160296284405824,4.694788267595926e-08,sldsc_v160,160
TFBS_ENCODE.bedL2_0,0.1387828319479167,0.28483409839103413,2.075799303235679,0.4174390059361162,4.533205128737122e-08,sldsc_v160,160
TFBS_ENCODE.extend.500.bedL2_0,0.3542096710646849,0.4452136952095934,1.275412200928335,0.5614812704535627,-2.7943685364343223e-08,sldsc_v160,160
TSS_Hoffman.bedL2_0,0.020324686667066955,0.09737896123747994,5.084833487281319,0.4557423887611105,1.0000470605404374e-07,sldsc_v160,160
TSS_Hoffman.extend.500.bedL2_0,0.039162366630155876,0.1164368807514568,3.546816167170199,0.35301207449738975,4.276927226583231e-08,sldsc_v160,160
Transcribed_Hoffman.bedL2_0,0.3593625556155595,0.3873222697853326,1.0621785819066685,0.5184117781875655,1.337526916476899e-08,sldsc_v160,160
Transcribed_Hoffman.extend.500.bedL2_0,0.7680621141831406,0.7860811904937649,1.0250205362581484,0.48356239873090945,1.3273230391445023e-08,sldsc_v160,160
UTR_3_UCSC.bedL2_0,0.012507297801211055,0.06195834699965987,5.170739447871863,0.41026297769623077,2.3509911958798188e-07,sldsc_v160,160
UTR_3_UCSC.extend.500.bedL2_0,0.029809597189937462,0.08178807404329216,2.596935332060148,0.3965691249779255,-2.6871985847136152e-08,sldsc_v160,160
UTR_5_UCSC.bedL2_0,0.0061434685560018,0.02236621295731262,3.2835602955866054,0.5477105257928523,-3.1684838411053817e-08,sldsc_v160,160
UTR_5_UCSC.extend.500.bedL2_0,0.03022371259984493,0.08482940300870354,3.1746286602169733,0.37754990848009984,8.388972761534735e-08,sldsc_v160,160
WeakEnhancer_Hoffman.bedL2_0,0.022830254868821568,0.03506873080219398,1.6191113095280494,0.44886348654863206,-9.3107906680213e-08,sldsc_v160,160
WeakEnhancer_Hoffman.extend.500.bedL2_0,0.09579713534942313,0.19728934043524368,2.089418191159327,0.43655754976777067,7.591629569333323e-08,sldsc_v160,160
baseL2_0,1.0,0.9999999999999999,0.9999999999999999,,-2.060297274005209e-08,sldsc_v160,160
CTCF_Hoffman.bedL2_0,0.025340469692189074,-0.008766148069391648,-0.5294154504807606,0.4947686556930613,-1.5078708594790523e-07,sldsc_v161,161
CTCF_Hoffman.extend.500.bedL2_0,0.07524070256931667,0.08474338047654999,1.0693509753445183,0.4896470192607506,4.214693137466934e-08,sldsc_v161,161
Coding_UCSC.bedL2_0,0.015989750474149925,0.08558531029406355,5.240748224255919,0.4523372887784747,8.754216497265559e-08,sldsc_v161,161
Coding_UCSC.extend.500.bedL2_0,0.07047274473805283,0.15520796236808135,2.2408629309561316,0.4574642193948675,-5.33226716706518e-08,sldsc_v161,161
Conserved_LindbladToh.bedL2_0,0.02568411716520341,0.3127674720792604,12.155805559702651,0.08018523754912618,5.966698674831376e-07,sldsc_v161,161
Conserved_LindbladToh.extend.500.bedL2_0,0.3308069573919402,0.7131760753377844,2.154904704032573,0.049787023257964046,3.849424269762156e-08,sldsc_v161,161
DGF_ENCODE.bedL2_0,0.14043687146115932,0.3042379305258588,2.24255287784629,0.39459344267845586,7.773443089606028e-08,sldsc_v161,161
DGF_ENCODE.extend.500.bedL2_0,0.5482775388825766,0.6445903065062507,1.1801652234856514,0.3565989440006698,-3.14004567532279e-08,sldsc_v161,161
DHS_Trynka.bedL2_0,0.1687533989060883,0.3195508067432568,1.9160574085168032,0.5254433969845095,-4.077222807001377e-08,sldsc_v161,161
DHS_Trynka.extend.500.bedL2_0,0.5021191491336977,0.7400741108198794,1.483609719089889,0.3090539549139803,4.0295586285933666e-08,sldsc_v161,161
DHS_peaks_Trynka.bedL2_0,0.11264537054440811,0.1820510958039188,1.5811518009168168,0.6404109876393728,-1.4634808573004872e-07,sldsc_v161,161
Enhancer_Andersson.bedL2_0,0.004670442694538236,-0.007253373065943844,-1.4558408863163796,0.41556745064369943,-2.8481089677448785e-07,sldsc_v161,161
Enhancer_Andersson.extend.500.bedL2_0,0.020435145070411834,0.017774071221163146,0.793861350806282,0.4653590695670836,-1.7473187387679238e-08,sldsc_v161,161
Enhancer_Hoffman.bedL2_0,0.04493157127923169,0.045568709346910555,1.148843507988226,0.5431205019431701,-9.448736363796724e-08,sldsc_v161,161
Enhancer_Hoffman.extend.500.bedL2_0,0.09646265048000253,0.12367666556921829,1.3229966441782137,0.5054847512134143,-2.6098759497314868e-08,sldsc_v161,161
FetalDHS_Trynka.bedL2_0,0.08630472356686913,0.30339700479327836,3.4280237676843512,0.38492106801495607,1.5690087050916068e-07,sldsc_v161,161
FetalDHS_Trynka.extend.500.bedL2_0,0.2900803217450267,0.5666532072000784,1.9831087809802297,0.269050904279391,1.0684419051838513e-08,sldsc_v161,161
H3K27ac_Hnisz.bedL2_0,0.4070893541044032,0.5435305942456579,1.3352316587831383,0.2499742196217359,6.513257839484358e-10,sldsc_v161,161
H3K27ac_Hnisz.extend.500.bedL2_0,0.4385802732530907,0.5765634114428205,1.3224054217294725,0.3236910721377796,-6.608850014896374e-09,sldsc_v161,161
H3K27ac_PGC2.bedL2_0,0.2806064917691301,0.43834728049934973,1.5698713273412563,0.357284253516891,-3.4418020290081915e-08,sldsc_v161,161
H3K27ac_PGC2.extend.500.bedL2_0,0.3491511107340045,0.5533339276475874,1.5927147792490717,0.3008319676118795,5.413421476770118e-08,sldsc_v161,161
H3K4me1_Trynka.bedL2_0,0.4388719775440371,0.6530198382028787,1.506024731470837,0.2711035254623039,-9.64465005379998e-09,sldsc_v161,161
H3K4me1_Trynka.extend.500.bedL2_0,0.6209626874260189,0.8032507438670046,1.3000057304022397,0.2696792337063502,-1.5062518745390946e-09,sldsc_v161,161
H3K4me1_peaks_Trynka.bedL2_0,0.17673323933007987,0.4185018761607397,2.382515481976186,0.3990818813850519,4.522669147628979e-08,sldsc_v161,161
H3K4me3_Trynka.bedL2_0,0.14331090973753033,0.3655896333696082,2.5128139799490605,0.3881294635005126,3.203308980942401e-08,sldsc_v161,161
H3K4me3_Trynka.extend.500.bedL2_0,0.27142771453488906,0.41211395422126673,1.5395425235867939,0.4101625252431834,-3.72678824525141e-08,sldsc_v161,161
H3K4me3_peaks_Trynka.bedL2_0,0.044931534763474335,0.18309809283908274,4.6102634746024975,0.4124652028139556,1.1116808831132235e-07,sldsc_v161,161
H3K9ac_Trynka.bedL2_0,0.13675069231218331,0.31961783525853155,2.3799006255259623,0.29314800419667253,-5.2336834914619156e-08,sldsc_v161,161
H3K9ac_Trynka.extend.500.bedL2_0,0.2489194845425615,0.46317051276107973,1.8509092581267594,0.2367066776706449,2.1116809010840028e-08,sldsc_v161,161
H3K9ac_peaks_Trynka.bedL2_0,0.042520972158441764,0.22068451453355148,5.408747324915631,0.2633214247904327,2.2287274741488253e-07,sldsc_v161,161
Intron_UCSC.bedL2_0,0.3947879394954932,0.527104136469344,1.3382898488112083,0.22127349156409507,3.247674401679053e-07,sldsc_v161,161
Intron_UCSC.extend.500.bedL2_0,0.4054135335185732,0.5609653854070685,1.3842155948445227,0.1335962337228891,-3.014500437117554e-07,sldsc_v161,161
L2_1,0.1429591502022111,0.14661379928317195,1.06202444926178,0.4225945239242377,-6.32306094968556e-09,sldsc_v161,161
PromoterFlanking_Hoffman.bedL2_0,0.008692650791795391,0.035363693046874256,3.660042806666078,0.5607740863976483,1.0735960385216325e-07,sldsc_v161,161
PromoterFlanking_Hoffman.extend.500.bedL2_0,0.03536437842596492,0.0586702969532481,1.7579215693893986,0.4292217639160796,-5.306443658483267e-08,sldsc_v161,161
Promoter_UCSC.bedL2_0,0.03504136610394334,0.044322068726390156,1.773570250425835,0.4395615124541397,-1.2547960491770506e-07,sldsc_v161,161
Promoter_UCSC.extend.500.bedL2_0,0.04348588364847378,0.07648575390806261,1.9446378824376664,0.4447066996380753,8.022668215318508e-08,sldsc_v161,161
Repressed_Hoffman.bedL2_0,0.4434413723378973,0.4026264476243997,0.8628797450930392,0.42207726661956396,2.8390891718442206e-08,sldsc_v161,161
Repressed_Hoffman.extend.500.bedL2_0,0.6968627142038669,0.5728140234192346,0.8212602430719396,0.33811709514020954,-1.6802106674081627e-10,sldsc_v161,161
SuperEnhancer_Hnisz.bedL2_0,0.17978326819157694,0.2476657196885933,1.3505914012849332,0.3391756610105626,-5.3745868779942116e-08,sldsc_v161,161
SuperEnhancer_Hnisz.extend.500.bedL2_0,0.18322047750324758,0.25530732902426956,1.3643151608067092,0.30968260170943307,3.81007980614217e-08,sldsc_v161,161
TFBS_ENCODE.bedL2_0,0.1387828319479167,0.2864863882227118,2.0814512176202142,0.41045104326874604,4.452956038838668e-08,sldsc_v161,161
TFBS_ENCODE.extend.500.bedL2_0,0.3542096710646849,0.44736292295420355,1.2824864403728922,0.5564292902546957,-2.8115554085562982e-08,sldsc_v161,161
TSS_Hoffman.bedL2_0,0.020324686667066955,0.09922320225055073,5.182301744173106,0.46400539901803356,1.037010036526155e-07,sldsc_v161,161
TSS_Hoffman.extend.500.bedL2_0,0.039162366630155876,0.11871270898573436,3.608007179296078,0.3428138187302411,4.389673114134461e-08,sldsc_v161,161
Transcribed_Hoffman.bedL2_0,0.3593625556155595,0.3820156653404286,1.04608507412631,0.5221034824600883,1.2647939804139496e-08,sldsc_v161,161
Transcribed_Hoffman.extend.500.bedL2_0,0.7680621141831406,0.7844950403531196,1.0229438585219033,0.47260741031626624,1.3676229047730609e-08,sldsc_v161,161
UTR_3_UCSC.bedL2_0,0.012507297801211055,0.0624348626012877,5.21572868829522,0.4196171365820894,2.2948232518828357e-07,sldsc_v161,161
UTR_3_UCSC.extend.500.bedL2_0,0.029809597189937462,0.08271731030419252,2.6505478669809786,0.3854738865147912,-2.4946399518839297e-08,sldsc_v161,161
UTR_5_UCSC.bedL2_0,0.0061434685560018,0.023243140204943988,3.370219142451021,0.5388231748363654,-3.466106308529579e-08,sldsc_v161,161
UTR_5_UCSC.extend.500.bedL2_0,0.03022371259984493,0.08893841689087567,3.31933476829296,0.3797661788855097,9.370112721020877e-08,sldsc_v161,161
WeakEnhancer_Hoffman.bedL2_0,0.022830254868821568,0.034938581417618006,1.6331653273968885,0.4515141326604877,-9.342173449374554e-08,sldsc_v161,161
WeakEnhancer_Hoffman.extend.500.bedL2_0,0.09579713534942313,0.19817620692162352,2.099571587134038,0.4505226218873395,7.598594679318275e-08,sldsc_v161,161
baseL2_0,1.0,0.9999999999999999,0.9999999999999999,,-2.077783597771815e-08,sldsc_v161,161
CTCF_Hoffman.bedL2_0,0.025340469692189074,-0.010446594056990275,-0.5695216726955058,0.4954820185926969,-1.5364575178960578e-07,sldsc_v162,162
CTCF_Hoffman.extend.500.bedL2_0,0.07524070256931667,0.08406414402095468,1.062193123211908,0.48238023545155606,4.3231903544209105e-08,sldsc_v162,162
Coding_UCSC.bedL2_0,0.015989750474149925,0.08429593199075071,5.156539033927607,0.46250765168224794,7.657686484840384e-08,sldsc_v162,162
Coding_UCSC.extend.500.bedL2_0,0.07047274473805283,0.1537665039914381,2.2269704481449066,0.4764293577904086,-5.278521398985514e-08,sldsc_v162,162
Conserved_LindbladToh.bedL2_0,0.02568411716520341,0.3115249054450985,12.113394710691841,0.0827603741609023,5.957346833302995e-07,sldsc_v162,162
Conserved_LindbladToh.extend.500.bedL2_0,0.3308069573919402,0.7133652303512901,2.1537379736377487,0.049918720648504604,3.9189081374839466e-08,sldsc_v162,162
DGF_ENCODE.bedL2_0,0.14043687146115932,0.3036294675431333,2.2372262834313217,0.4012565983502603,7.548124849321341e-08,sldsc_v162,162
DGF_ENCODE.extend.500.bedL2_0,0.5482775388825766,0.6427889672627994,1.1764110262438485,0.3459768410417385,-3.1998557553540215e-08,sldsc_v162,162
DHS_Trynka.bedL2_0,0.1687533989060883,0.32339639028123934,1.9407184181258208,0.5351532651883111,-4.3213014338023085e-08,sldsc_v162,162
DHS_Trynka.extend.500.bedL2_0,0.5021191491336977,0.7416199957650501,1.4870548972860027,0.3141619719097779,4.137150509757465e-08,sldsc_v162,162
DHS_peaks_Trynka.bedL2_0,0.11264537054440811,0.1863928769064445,1.6205239617306668,0.6509802742685978,-1.4336286664612174e-07,sldsc_v162,162
Enhancer_Andersson.bedL2_0,0.004670442694538236,-0.007891621647361246,-1.5916679212076452,0.4251754889833432,-2.985430278316286e-07,sldsc_v162,162
Enhancer_Andersson.extend.500.bedL2_0,0.020435145070411834,0.018200242658230115,0.8198900295035277,0.47040366576093223,-1.2678032711758632e-08,sldsc_v162,162
Enhancer_Hoffman.bedL2_0,0.04493157127923169,0.04648974090285823,1.1683458675953482,0.5256110625435997,-9.30398069520322e-08,sldsc_v162,162
Enhancer_Hoffman.extend.500.bedL2_0,0.09646265048000253,0.12302910441712221,1.314544475878355,0.5079781222830889,-2.7195230673598683e-08,sldsc_v162,162
FetalDHS_Trynka.bedL2_0,0.08630472356686913,0.30669650446144553,3.466531137705223,0.37978951114957754,1.5918179741445577e-07,sldsc_v162,162
FetalDHS_Trynka.extend.500.bedL2_0,0.2900803217450267,0.5658627036871327,1.9825296143493296,0.257929357632055,8.54028454413733e-09,sldsc_v162,162
H3K27ac_Hnisz.bedL2_0,0.4070893541044032,0.5430822876252506,1.3347599283971303,0.24992197552447923,4.25498039029242e-09,sldsc_v162,162
H3K27ac_Hnisz.extend.500.bedL2_0,0.4385802732530907,0.5742839111912383,1.3184131200859532,0.3320661527557976,-1.134306836218257e-08,sldsc_v162,162
H3K27ac_PGC2.bedL2_0,0.2806064917691301,0.4377330941304293,1.5672886108804192,0.37669123745195027,-3.6748673561581744e-08,sldsc_v162,162
H3K27ac_PGC2.extend.500.bedL2_0,0.3491511107340045,0.5549987819249995,1.5976046367421801,0.30057175124235075,5.717071104016202e-08,sldsc_v162,162
H3K4me1_Trynka.bedL2_0,0.4388719775440371,0.661111178234855,1.5231762653364662,0.27429976372881,-6.198482747936677e-09,sldsc_v162,162
H3K4me1_Trynka.extend.500.bedL2_0,0.6209626874260189,0.8045498943292752,1.3024498614486193,0.27123117048912915,-2.0189837459384513e-09,sldsc_v162,162
H3K4me1_peaks_Trynka.bedL2_0,0.17673323933007987,0.42799737692573037,2.433811655742669,0.38654087915736657,5.052501281143944e-08,sldsc_v162,162
H3K4me3_Trynka.bedL2_0,0.14331090973753033,0.3662762584987188,2.5237964696356703,0.39542031876277267,3.250963077895455e-08,sldsc_v162,162
H3K4me3_Trynka.extend.500.bedL2_0,0.27142771453488906,0.407645470599574,1.5233974094806306,0.41133998657997045,-3.903570887382759e-08,sldsc_v162,162
H3K4me3_peaks_Trynka.bedL2_0,0.044931534763474335,0.1863797349480714,4.700540219031451,0.4039938996022569,1.1466704142369465e-07,sldsc_v162,162
H3K9ac_Trynka.bedL2_0,0.13675069231218331,0.31961586468903946,2.3837529893861937,0.28972159780885604,-5.045777113513304e-08,sldsc_v162,162
H3K9ac_Trynka.extend.500.bedL2_0,0.2489194845425615,0.457290065443762,1.831419068247135,0.2463748637799151,1.6832402607712537e-08,sldsc_v162,162
H3K9ac_peaks_Trynka.bedL2_0,0.042520972158441764,0.22219803301743157,5.432413709939419,0.2654567131692593,2.2162614645066587e-07,sldsc_v162,162
Intron_UCSC.bedL2_0,0.3947879394954932,0.5231289071867753,1.3285020559872036,0.2392609122791973,3.141068350032154e-07,sldsc_v162,162
Intron_UCSC.extend.500.bedL2_0,0.4054135335185732,0.5571224239074902,1.375915354710791,0.15041095971711596,-2.9337116976061594e-07,sldsc_v162,162
L2_1,0.15496397742098084,0.18644095596069415,1.2018857502962417,0.46455964554697093,3.986461957479035e-09,sldsc_v162,162
PromoterFlanking_Hoffman.bedL2_0,0.008692650791795391,0.03488870814030433,3.6422719207217154,0.5565295555425159,1.0375772998116795e-07,sldsc_v162,162
PromoterFlanking_Hoffman.extend.500.bedL2_0,0.03536437842596492,0.05851594583914365,1.752040542602529,0.42505982684903504,-5.203415708246356e-08,sldsc_v162,162
Promoter_UCSC.bedL2_0,0.03504136610394334,0.043114562362138405,1.7380344596222252,0.4445447556889332,-1.2847998582845965e-07,sldsc_v162,162
Promoter_UCSC.extend.500.bedL2_0,0.04348588364847378,0.07493750257788295,1.9099542738381492,0.4281759477093574,8.025760673445342e-08,sldsc_v162,162
Repressed_Hoffman.bedL2_0,0.4434413723378973,0.40453016810795533,0.865661563158806,0.43942469600628353,2.8725026488929714e-08,sldsc_v162,162
Repressed_Hoffman.extend.500.bedL2_0,0.6968627142038669,0.5717614997403776,0.8196389506080063,0.34237416145964256,-1.568761581321748e-09,sldsc_v162,162
SuperEnhancer_Hnisz.bedL2_0,0.17978326819157694,0.24715557479759998,1.3470794790685188,0.33921191882483104,-6.46938231877983e-08,sldsc_v162,162
SuperEnhancer_Hnisz.extend.500.bedL2_0,0.18322047750324758,0.25526237625949927,1.3640958841701547,0.31005003272513254,4.8471926761795104e-08,sldsc_v162,162
TFBS_ENCODE.bedL2_0,0.1387828319479167,0.28834309527049573,2.0940910345181285,0.407260559649608,4.548856163212835e-08,sldsc_v162,162
TFBS_ENCODE.extend.500.bedL2_0,0.3542096710646849,0.44534295479127484,1.276061416582674,0.5613405471397125,-2.9075506467158135e-08,sldsc_v162,162
TSS_Hoffman.bedL2_0,0.020324686667066955,0.09977289044390993,5.1885242507314295,0.4576410471703119,1.0576818416169399e-07,sldsc_v162,162
TSS_Hoffman.extend.500.bedL2_0,0.039162366630155876,0.11740714695488125,3.583259383752012,0.3501893246222998,4.01145259456952e-08,sldsc_v162,162
Transcribed_Hoffman.bedL2_0,0.3593625556155595,0.3815152859901572,1.0444896871834763,0.5415820053860296,1.2896851688972065e-08,sldsc_v162,162
Transcribed_Hoffman.extend.500.bedL2_0,0.7680621141831406,0.782647554135249,1.0201903259779443,0.4952808916803614,1.3501147835601717e-08,sldsc_v162,162
UTR_3_UCSC.bedL2_0,0.012507297801211055,0.061211895567679094,5.115259953356424,0.4208725577459668,2.253477547464736e-07,sldsc_v162,162
UTR_3_UCSC.extend.500.bedL2_0,0.029809597189937462,0.08243468750088562,2.6411767432094306,0.38309896615699324,-2.1212631981231832e-08,sldsc_v162,162
UTR_5_UCSC.bedL2_0,0.0061434685560018,0.023100985979129508,3.4439766011560184,0.5376161219171576,-2.5184396394589428e-08,sldsc_v162,162
UTR_5_UCSC.extend.500.bedL2_0,0.03022371259984493,0.08692100898292397,3.2662509615317004,0.37266273778800135,8.768414803643982e-08,sldsc_v162,162
WeakEnhancer_Hoffman.bedL2_0,0.022830254868821568,0.034521511732132845,1.6137328468793302,0.4563497558222489,-9.660431654945642e-08,sldsc_v162,162
WeakEnhancer_Hoffman.extend.500.bedL2_0,0.09579713534942313,0.1971130154101152,2.09241085344349,0.44313306728711443,7.555181282963879e-08,sldsc_v162,162
baseL2_0,1.0,1.0,1.0,,-2.0262081827134968e-08,sldsc_v162,162
CTCF_Hoffman.bedL2_0,0.025340469692189074,-0.009889086250303108,-0.5544344433701219,0.49652460614797106,-1.4729726807008202e-07,sldsc_v163,163
CTCF_Hoffman.extend.500.bedL2_0,0.07524070256931667,0.08094580525425837,1.0300407825830762,0.47291005875021275,3.9850980508576823e-08,sldsc_v163,163
Coding_UCSC.bedL2_0,0.015989750474149925,0.08276449475865076,5.058019350103412,0.4510274265357928,7.82071986376576e-08,sldsc_v163,163
Coding_UCSC.extend.500.bedL2_0,0.07047274473805283,0.1497567448324826,2.167804907837145,0.47170465272383827,-5.5824354039862235e-08,sldsc_v163,163
Conserved_LindbladToh.bedL2_0,0.02568411716520341,0.3106732437358953,12.085798778350465,0.08127272520741599,5.979462553919296e-07,sldsc_v163,163
Conserved_LindbladToh.extend.500.bedL2_0,0.3308069573919402,0.7068405921338939,2.135758302575265,0.0525864902915776,3.846798433933927e-08,sldsc_v163,163
DGF_ENCODE.bedL2_0,0.14043687146115932,0.3001813437276185,2.2165418363722966,0.3978963574236388,7.715339490471609e-08,sldsc_v163,163
DGF_ENCODE.extend.500.bedL2_0,0.5482775388825766,0.636389837640201,1.1644196625341918,0.34891800750065394,-3.3091010174203296e-08,sldsc_v163,163
DHS_Trynka.bedL2_0,0.1687533989060883,0.31518827351020395,1.8929962074969564,0.5279110967454598,-4.3534501972524884e-08,sldsc_v163,163
DHS_Trynka.extend.500.bedL2_0,0.5021191491336977,0.7359691930116409,1.4752653947404526,0.31628861708590555,4.248939054342142e-08,sldsc_v163,163
DHS_peaks_Trynka.bedL2_0,0.11264537054440811,0.17936254781389097,1.5625984618938935,0.654150344891264,-1.4583458039851947e-07,sldsc_v163,163
Enhancer_Andersson.bedL2_0,0.004670442694538236,-0.007727833691541253,-1.5900496030442381,0.4252758885190559,-2.9399109175512e-07,sldsc_v163,163
Enhancer_Andersson.extend.500.bedL2_0,0.02043514507041183,0.01833626518718066,0.8153438065889383,0.4636107733965899,-1.2734217525721017e-08,sldsc_v163,163
Enhancer_Hoffman.bedL2_0,0.04493157127923169,0.045077657155597035,1.134203431428092,0.5200518474545137,-9.258996427647452e-08,sldsc_v163,163
Enhancer_Hoffman.extend.500.bedL2_0,0.09646265048000253,0.12131947657252641,1.3012442330759149,0.5163672038052257,-2.6158331049855745e-08,sldsc_v163,163
FetalDHS_Trynka.bedL2_0,0.08630472356686913,0.2982153780051697,3.3733703415153005,0.3924211088527294,1.5469687985969787e-07,sldsc_v163,163
FetalDHS_Trynka.extend.500.bedL2_0,0.2900803217450267,0.5578726844791004,1.9550390158415412,0.2695151737003438,8.080637876741142e-09,sldsc_v163,163
H3K27ac_Hnisz.bedL2_0,0.4070893541044032,0.5424343204401955,1.333613377138157,0.24620314542506258,6.465624075050628e-09,sldsc_v163,163
H3K27ac_Hnisz.extend.500.bedL2_0,0.4385802732530907,0.5730414096611818,1.31574308084028,0.3325219774042034,-1.2621952220572412e-08,sldsc_v163,163
H3K27ac_PGC2.bedL2_0,0.2806064917691301,0.4337417539197213,1.5542405157080603,0.3706075983224659,-3.8086062979687427e-08,sldsc_v163,163
H3K27ac_PGC2.extend.500.bedL2_0,0.3491511107340045,0.5514834017795887,1.5891374863710739,0.3017170962581625,5.817416186992766e-08,sldsc_v163,163
H3K4me1_Trynka.bedL2_0,0.4388719775440371,0.6543121732278767,1.506873004908835,0.2848285277951273,-7.090355593302747e-09,sldsc_v163,163
H3K4me1_Trynka.extend.500.bedL2_0,0.6209626874260189,0.8007832976329442,1.2963521153310185,0.27343705876352925,-2.1749174339116136e-09,sldsc_v163,163
H3K4me1_peaks_Trynka.bedL2_0,0.17673323933007987,0.42309433914700273,2.403821720231492,0.38849883159531534,5.046438300824735e-08,sldsc_v163,163
H3K4me3_Trynka.bedL2_0,0.14331090973753036,0.3593818092773964,2.4834669267363743,0.3940007564233733,3.115033235456461e-08,sldsc_v163,163
H3K4me3_Trynka.extend.500.bedL2_0,0.27142771453488906,0.4054477210196144,1.5155589411508024,0.41671556364421763,-3.7550182818074645e-08,sldsc_v163,163
H3K4me3_peaks_Trynka.bedL2_0,0.044931534763474335,0.18264790042813883,4.616894531496441,0.4117186888164612,1.1265247274438335e-07,sldsc_v163,163
H3K9ac_Trynka.bedL2_0,0.13675069231218331,0.31663053737761027,2.362629089565207,0.2927433295944578,-4.758620644640806e-08,sldsc_v163,163
H3K9ac_Trynka.extend.500.bedL2_0,0.2489194845425615,0.45292143735755325,1.8163657929024843,0.25482596025399806,1.6391789641066865e-08,sldsc_v163,163
H3K9ac_peaks_Trynka.bedL2_0,0.042520972158441764,0.21893414260119679,5.3725588560126525,0.27075508291588024,2.177020766934936e-07,sldsc_v163,163
